ResearchID,Intercept,ot1,ot2,ot3
001L,-1.1827685113453457,0.22247719573891755,0.37370960628033806,-0.21528818592232318
006L,-0.5768918296153553,1.3397610293286795,0.21829291879963686,-0.6311195190606217
011L,-0.05054672219763057,0.933456053637914,0.09905717692217522,-0.26553001150456357
014L,-0.13397017003224068,1.9868903248997347,-0.9474018032608462,-0.5378564443761862
016L,-0.642763158912707,2.7445314852623364,-0.9045447929533648,-0.8821715033250321
018L,-0.41110369791682183,1.3736432262941842,0.3463649758347291,-0.3002429248740883
019L,0.12677403749624022,4.243827616264019,0.1166086521765638,-0.9961002711543234
020L,-0.03554451592779623,2.656767962782447,0.08890479458526723,-0.01578642593566576
021L,-0.3818491360278897,2.7483817342197474,0.3051505514310775,-0.5901982465433313
022L,0.12875094862442032,1.4954472986510678,-0.8829234455230996,-0.22931296601010762
023L,-0.1659093514832164,-0.1589654668995517,0.047435696574719466,0.08056766014658467
024L,-0.25398932661839924,0.7297299843325229,-0.10086721553839773,-0.003849982054834833
025L,-0.6302179625727911,1.724275097258026,0.07355298276243227,-0.5866178580869053
029L,-0.29686465388577993,0.5433442018929757,0.11425205613307732,-0.08597345324290606
030L,-0.0836977690431121,2.318253739983315,0.12354597028244102,-0.7595987590119934
031L,0.13017936409319647,2.1254236363341192,-0.0041583168381291585,-0.006691658668995515
032L,0.11948642869285331,3.3251193661395515,-0.9331755110805,-0.5534885214624741
034L,-0.10620758791763074,1.8771251199472287,0.3108971454239838,-0.3606738947460907
035L,-0.8322895251945822,0.3124877302614357,-0.5650570046703519,0.3653252659900686
036L,-0.9717227064235802,1.1102019200019015,0.03381304600998464,-0.48464975080237144
037L,-0.17409035853399468,2.930885957183132,-0.373511568118589,0.013984503462374287
038L,-0.7309626015646029,3.152654891882011,-0.7849845278691778,-0.33663498487378074
039L,-0.2401728376388948,1.8323240740235966,-0.2977894442326037,-0.591844562273232
040L,0.1400939587113526,2.8259694343709425,-0.39304840348495906,-0.7993328879483519
041L,-0.14374819808418912,2.384357573035696,-0.7070167858947816,-0.5565573726617397
042L,-0.31470000682642524,2.599136290880949,0.37337167765349505,-0.8237476677789816
043L,0.4285570309159169,3.5294227681407975,-0.1467608737982864,-0.3493799732534405
044L,-0.5313441205799989,2.0198792777643586,-0.1331910405694133,-0.4078924453451373
046L,-0.8925193313117631,1.8835827102218423,-0.26910159336222383,-0.5424024499333474
051L,-0.24419384642707417,1.1179549741943873,-0.04216084884854478,0.1473924927358216
052L,0.05849693504414544,2.0095173898999863,0.2576352594510649,-0.32617884518557094
053L,0.1063724901172543,2.775277579214265,0.11721136015104605,-0.6291790958826794
055L,-0.23105950594223973,1.752100796764293,-0.07605446252513207,-0.3467360300287784
056L,-0.47600595834358167,1.6298559409280482,-0.633533604947988,0.03513743692094068
057L,-0.24386871618942954,2.697951848152624,-0.4219384977812328,-0.5161025722193351
058L,0.23452719111630427,2.431238057965338,-0.20726992711626674,-0.448002683894296
061L,-0.6417543478186526,1.9733186531007572,-0.05356777287529939,-0.8967399047022715
062L,-0.18021006919352112,1.0880346661580746,-0.5487395369691872,-0.06929400326611901
063L,-0.12287834277222992,2.284691578145343,-0.22705785293629335,-0.476326951598182
064L,-0.22235587365093362,2.563299029698782,0.3553161891207129,-1.2590727916457574
067L,-0.4665586969942223,1.1179990713754824,-0.031149363651435877,-0.6843937834440934
069L,-0.311996263911194,1.6092448988851562,-0.16162983439163026,-0.2710633117080695
071L,-0.617363027745137,1.629025031228837,-0.36261629937524187,-0.05510208478860307
072L,-0.24046401391377548,1.9430429822497095,-0.447652885006696,-0.22021683015183513
073L,-0.08367594285946309,1.5161355698460355,-0.49208652894523625,-0.2877232027158043
074L,0.30861021556204815,3.0361899030502175,0.2620661415910815,-0.8587802666732685
075L,-0.40891943506963874,3.743657379454347,0.2589638530816319,-0.8373857277494661
076L,-0.3980807156210523,2.4513511285332767,0.18717711977374946,-0.27693556083743953
077L,-0.3030098984951853,2.864880102586804,-0.33517292198268533,-0.8558150524304426
078L,-0.3264142933011232,1.2547503554288593,-0.19123336855262826,-0.4249101629404991
080L,0.17721532907783344,2.590071851484101,0.09581122252957469,-0.13199001185285714
081L,-0.09667888958557624,2.6265295610134634,-0.025924716922423915,-0.9603776822626711
082L,-0.21191481780608148,2.3376368205252165,-0.29872618602480094,-0.33751215816644276
083L,-0.646465718429135,2.4984812475536917,-0.4922718892100322,-0.5280397490837502
084L,-0.5248557361647596,2.0476657323243113,-0.04839067631787841,-0.6125885778442941
086L,-0.9445897719464019,1.5790751317415472,0.4653309685802291,-0.5436089339606313
087L,-0.26530261672143457,1.311647910253154,0.7007099466250883,0.050908863228277645
088L,-0.042086556495892824,2.0669325641585425,-0.3448488432252846,-0.3169938081499296
090L,-0.14268095305812917,2.3387346118401897,-1.0694776771682988,-0.245965402162447
092L,-0.5745308990681688,1.26809553854393,-0.043953104624255696,-0.2919064669491021
095L,-0.16936953170535196,1.4485438516637037,-0.2629316866657062,-0.43860732098176114
096L,-0.2182063787687291,2.1936236460008365,-0.49768220366199106,-0.4749445677880312
097L,-0.7035256494841715,2.2669811860957516,0.17571599017105582,-0.32301821453105195
098L,-0.13076568685958123,1.5246584478337524,-0.343627086265067,-0.3122290489975788
099L,-0.00588465401623206,1.5653699992809855,-0.6164109712665828,-0.24598036620212776
100L,-0.09201969587764122,3.133218456863761,-0.27592565921070983,-0.5652103057821727
101L,-0.0427061840484011,2.7267098570095794,0.09813174618933779,-1.0139054433769052
103L,-0.2290324998130483,2.7785123353114187,-0.037434216893384636,-0.546965945832987
104L,-0.6083310240315934,1.7344855540140656,-0.009696905667786637,-0.5748892103595775
106L,-0.0077653175862035795,1.8220367849145052,-0.3003582328288168,-0.694588484278764
107L,-0.08605556678126822,2.633070322083742,-0.37464633663831826,-0.3871941918043462
109L,0.05071431092886047,2.204886807942492,0.020035743212722945,-0.12195779136026724
110L,-0.5669162164061292,1.111239785393764,-0.36968108437505853,-0.09125025797831054
111L,-0.44105344712090405,1.1304501127706723,-0.16335049783822314,-0.04256041767088542
112L,0.24731173251299476,1.6995094154809898,-0.1372206671683457,0.0635779014992755
113L,-0.01498870828418386,1.3826618142559124,0.10643944122116428,-0.42044016176404636
116L,-0.40985160820995226,1.8220955943006343,-0.6179706281326904,0.06852470222294882
117L,-0.40181775396288216,1.2935008885392538,-0.1718715351454367,-0.17561428496764267
118L,-0.6832112619175648,1.5699277584145794,0.18562883101920502,-0.37664026817176577
119L,-0.16882438112988565,2.331338471369417,0.2527983992260509,-0.6374789272161226
121L,-0.889969050573353,1.5651925653827845,-0.20129525654548475,-0.1808569271149132
122L,-0.2656725191256519,1.6178899237769482,0.0124032622362438,-0.4487777975626718
124L,-0.651683734288701,1.2420384715905421,0.24754781383504998,-0.17802825155308336
126L,-0.4581327827420788,2.633218873087086,0.03453646235311442,-1.0052727056188853
129L,-0.5347393080514881,1.121342843115534,-0.11118297306828201,0.10496698520674747
130L,-0.5200189330774599,3.1900756825561425,-0.5069201180203708,-0.8947110246468356
131L,-0.19589044382905968,0.9094709976635864,0.16055561042820288,-0.4364040408822153
132L,-0.5586435735246151,1.9075071585373733,0.026357165285708223,-0.015455550416870356
133L,-0.30913473936495245,1.1994412778726669,-0.3841206853908689,0.155737788160267
134L,-1.1690143701796778,2.4559037407575146,0.17252745779758671,-0.9280071307623976
622L,-0.18732010037655328,1.0828224756693305,-0.372569898515484,-0.45891824544756477
623L,-0.319380120054435,1.9366883045136079,0.36977339705219187,-0.4152273659572822
627L,-0.2557482364431594,0.9711157353491917,-0.781323596268003,-0.1550934044538228
628L,0.0030201348190680988,2.4346650336148885,-0.03837295755680235,-0.12305645898872236
629L,-0.8296496856929707,1.9021703385168633,-0.17185030107762583,-0.12268053606289131
631L,-0.4228557373402255,1.052578767962725,0.5366824403161043,-0.5158616033467287
632L,-0.08484856471016977,2.8778246567391212,0.16166812535411512,-0.7816060073649245
633L,-0.2598850952450354,2.8473406595006563,-0.17317901206435238,-0.2100788502430338
639L,0.4361054721067472,2.107811275814064,-0.011847798467076398,-0.19177036848416584
640L,0.012260967246353671,2.1114891804707367,-0.8722573426709321,-0.31556287968266794
641L,0.02063875193789272,1.3359455692813502,-0.2788458053332973,-0.31927528864108023
642L,-0.8390736112839564,0.6858524419755281,0.02108718579179783,-0.1476432647050576
644L,0.09685408776288096,2.9048212315847346,-0.1944996556528893,-0.3796911795333943
652L,-0.5585272628801404,2.5552932897088114,0.33386692001077384,-0.9044476860884503
655L,-0.49473347122355177,2.36669673547446,0.18845796945987398,-0.11087477288753805
656L,0.17299191454888568,2.6933496130504713,0.42571030882735766,-0.41529309787434476
657L,-0.569136796185422,1.8498274579927951,-0.4910074833087886,-0.5347375959271143
658L,0.2100806879488457,1.8558422919767417,-0.5655044328842926,-0.25197572594384415
659L,-0.43144867997462344,0.5394751612666158,-1.0499345723307068,0.9539711587062614
660L,-0.7963688569800023,3.9032732691935306,-0.15569281494013937,-0.7669267715394956
664L,-0.161227022933423,1.6152911825462772,-0.2800659286212898,-0.6124337302969814
667L,0.15634500529432555,3.564875990482902,0.11119767894225568,-0.9821083211250112
668L,-0.14539668080036675,2.0763961977648453,-0.14156498563542197,-0.6911235001104493
669L,-0.5830924444442356,2.871165833310723,0.08676141922439243,-0.4382978912264307
670L,-0.5530921697024835,2.3266678625298085,-0.5951944188015341,-0.5280736058753119
673L,-0.21836471240130106,2.6810021634209917,-0.5046827088599002,-0.634634128462124
674L,0.14561709347746216,1.983786023144385,0.19867263883823288,-0.39114992343111854
675L,-0.5672262107364269,-0.04242413799100264,0.1612090431280877,0.16065490418215217
677L,-0.923006343774562,0.06957147607633996,0.8483641890227598,0.3035380540635518
678L,-0.7829219007267747,2.053085673508013,0.3514075360228397,-0.6873383730051696
683L,-0.20165643220321067,2.9431508862789384,-0.4720760466925952,-0.9484577407043353
689L,-0.24126812262721897,1.8971632833120695,0.34366650488586786,-0.616620706624509
